{Instant food products} -> {hamburger meat} (conf: 0.380, supp: 0.003, lift: 11.421, conv: 1.559)
{butter, rolls/buns, root vegetables} -> {whole milk} (conf: 0.605, supp: 0.002, lift: 2.369, conv: 1.886)
{rolls/buns, whole milk, yogurt} -> {butter} (conf: 0.163, supp: 0.003, lift: 2.949, conv: 1.129)
{butter, whole milk, yogurt} -> {rolls/buns} (conf: 0.272, supp: 0.003, lift: 1.477, conv: 1.121)
{butter, rolls/buns, yogurt} -> {whole milk} (conf: 0.568, supp: 0.003, lift: 2.224, conv: 1.724)
{butter, rolls/buns, whole milk} -> {yogurt} (conf: 0.385, supp: 0.003, lift: 2.757, conv: 1.398)
{root vegetables, sausage, whole milk} -> {butter} (conf: 0.224, supp: 0.002, lift: 4.037, conv: 1.217)
{butter, sausage, whole milk} -> {root vegetables} (conf: 0.362, supp: 0.002, lift: 3.318, conv: 1.396)
{butter, root vegetables, whole milk} -> {sausage} (conf: 0.210, supp: 0.002, lift: 2.234, conv: 1.147)
{butter, root vegetables, sausage} -> {whole milk} (conf: 0.773, supp: 0.002, lift: 3.024, conv: 3.276)
{root vegetables, tropical fruit, whole milk} -> {butter} (conf: 0.203, supp: 0.002, lift: 3.670, conv: 1.186)
{butter, tropical fruit, whole milk} -> {root vegetables} (conf: 0.393, supp: 0.002, lift: 3.610, conv: 1.469)
{butter, root vegetables, whole milk} -> {tropical fruit} (conf: 0.296, supp: 0.002, lift: 2.824, conv: 1.272)
{butter, root vegetables, tropical fruit} -> {whole milk} (conf: 0.686, supp: 0.002, lift: 2.684, conv: 2.369)
{root vegetables, tropical fruit, yogurt} -> {butter} (conf: 0.237, supp: 0.002, lift: 4.286, conv: 1.239)
{butter, tropical fruit, yogurt} -> {root vegetables} (conf: 0.422, supp: 0.002, lift: 3.874, conv: 1.542)
{butter, root vegetables, yogurt} -> {tropical fruit} (conf: 0.500, supp: 0.002, lift: 4.765, conv: 1.790)
{butter, root vegetables, tropical fruit} -> {yogurt} (conf: 0.543, supp: 0.002, lift: 3.891, conv: 1.882)
{root vegetables, whipped/sour cream, whole milk} -> {butter} (conf: 0.280, supp: 0.003, lift: 5.045, conv: 1.311)
{butter, whipped/sour cream, whole milk} -> {root vegetables} (conf: 0.394, supp: 0.003, lift: 3.614, conv: 1.470)
{butter, root vegetables, whole milk} -> {whipped/sour cream} (conf: 0.321, supp: 0.003, lift: 4.478, conv: 1.367)
{butter, root vegetables, whipped/sour cream} -> {whole milk} (conf: 0.765, supp: 0.003, lift: 2.993, conv: 3.164)
{root vegetables, whole milk, yogurt} -> {butter} (conf: 0.210, supp: 0.003, lift: 3.786, conv: 1.195)
{butter, whole milk, yogurt} -> {root vegetables} (conf: 0.326, supp: 0.003, lift: 2.992, conv: 1.322)
{butter, root vegetables, yogurt} -> {whole milk} (conf: 0.789, supp: 0.003, lift: 3.090, conv: 3.536)
{butter, root vegetables, whole milk} -> {yogurt} (conf: 0.370, supp: 0.003, lift: 2.655, conv: 1.367)
{sausage, whipped/sour cream, whole milk} -> {butter} (conf: 0.340, supp: 0.002, lift: 6.136, conv: 1.431)
{butter, whipped/sour cream, whole milk} -> {sausage} (conf: 0.258, supp: 0.002, lift: 2.742, conv: 1.220)
{butter, sausage, whole milk} -> {whipped/sour cream} (conf: 0.362, supp: 0.002, lift: 5.046, conv: 1.454)
{butter, sausage, whipped/sour cream} -> {whole milk} (conf: 0.680, supp: 0.002, lift: 2.661, conv: 2.327)
{tropical fruit, whipped/sour cream, whole milk} -> {butter} (conf: 0.269, supp: 0.002, lift: 4.859, conv: 1.293)
{butter, whipped/sour cream, whole milk} -> {tropical fruit} (conf: 0.318, supp: 0.002, lift: 3.032, conv: 1.313)
{butter, tropical fruit, whole milk} -> {whipped/sour cream} (conf: 0.344, supp: 0.002, lift: 4.803, conv: 1.416)
{butter, tropical fruit, whipped/sour cream} -> {whole milk} (conf: 0.700, supp: 0.002, lift: 2.740, conv: 2.482)
{tropical fruit, whole milk, yogurt} -> {butter} (conf: 0.221, supp: 0.003, lift: 3.997, conv: 1.213)
{butter, whole milk, yogurt} -> {tropical fruit} (conf: 0.359, supp: 0.003, lift: 3.418, conv: 1.396)
{butter, tropical fruit, yogurt} -> {whole milk} (conf: 0.733, supp: 0.003, lift: 2.870, conv: 2.792)
{butter, tropical fruit, whole milk} -> {yogurt} (conf: 0.541, supp: 0.003, lift: 3.878, conv: 1.875)
{whipped/sour cream, whole milk, yogurt} -> {butter} (conf: 0.243, supp: 0.003, lift: 4.385, conv: 1.248)
{butter, whole milk, yogurt} -> {whipped/sour cream} (conf: 0.283, supp: 0.003, lift: 3.942, conv: 1.294)
{butter, whipped/sour cream, yogurt} -> {whole milk} (conf: 0.684, supp: 0.003, lift: 2.678, conv: 2.358)
{butter, whipped/sour cream, whole milk} -> {yogurt} (conf: 0.394, supp: 0.003, lift: 2.824, conv: 1.420)
{butter milk, root vegetables, whole milk} -> {other vegetables} (conf: 0.613, supp: 0.002, lift: 3.168, conv: 2.083)
{butter milk, other vegetables, whole milk} -> {root vegetables} (conf: 0.413, supp: 0.002, lift: 3.789, conv: 1.518)
{butter milk, other vegetables, root vegetables} -> {whole milk} (conf: 0.679, supp: 0.002, lift: 2.656, conv: 2.316)
{other vegetables, whipped/sour cream, whole milk} -> {butter milk} (conf: 0.118, supp: 0.002, lift: 4.222, conv: 1.102)
{butter milk, whipped/sour cream, whole milk} -> {other vegetables} (conf: 0.586, supp: 0.002, lift: 3.030, conv: 1.949)
{butter milk, other vegetables, whole milk} -> {whipped/sour cream} (conf: 0.370, supp: 0.002, lift: 5.156, conv: 1.473)
{butter milk, other vegetables, whipped/sour cream} -> {whole milk} (conf: 0.739, supp: 0.002, lift: 2.893, conv: 2.854)
{other vegetables, whole milk, yogurt} -> {butter milk} (conf: 0.100, supp: 0.002, lift: 3.593, conv: 1.081)
{butter milk, whole milk, yogurt} -> {other vegetables} (conf: 0.489, supp: 0.002, lift: 2.527, conv: 1.578)
{butter milk, other vegetables, yogurt} -> {whole milk} (conf: 0.537, supp: 0.002, lift: 2.100, conv: 1.607)
{butter milk, other vegetables, whole milk} -> {yogurt} (conf: 0.478, supp: 0.002, lift: 3.428, conv: 1.649)
{citrus fruit, other vegetables, root vegetables} -> {chicken} (conf: 0.176, supp: 0.002, lift: 4.113, conv: 1.162)
{chicken, other vegetables, root vegetables} -> {citrus fruit} (conf: 0.321, supp: 0.002, lift: 3.884, conv: 1.352)
{chicken, citrus fruit, root vegetables} -> {other vegetables} (conf: 0.600, supp: 0.002, lift: 3.101, conv: 2.016)
{chicken, citrus fruit, other vegetables} -> {root vegetables} (conf: 0.514, supp: 0.002, lift: 4.718, conv: 1.834)
{citrus fruit, other vegetables, whole milk} -> {chicken} (conf: 0.133, supp: 0.002, lift: 3.095, conv: 1.104)
{chicken, other vegetables, whole milk} -> {citrus fruit} (conf: 0.205, supp: 0.002, lift: 2.475, conv: 1.153)
{chicken, citrus fruit, whole milk} -> {other vegetables} (conf: 0.548, supp: 0.002, lift: 2.834, conv: 1.786)
{chicken, citrus fruit, other vegetables} -> {whole milk} (conf: 0.486, supp: 0.002, lift: 1.901, conv: 1.448)
{domestic eggs, other vegetables, whole milk} -> {chicken} (conf: 0.198, supp: 0.002, lift: 4.623, conv: 1.194)
{chicken, other vegetables, whole milk} -> {domestic eggs} (conf: 0.289, supp: 0.002, lift: 4.557, conv: 1.318)
{chicken, domestic eggs, whole milk} -> {other vegetables} (conf: 0.615, supp: 0.002, lift: 3.180, conv: 2.097)
{chicken, domestic eggs, other vegetables} -> {whole milk} (conf: 0.727, supp: 0.002, lift: 2.846, conv: 2.730)
{domestic eggs, root vegetables, whole milk} -> {chicken} (conf: 0.214, supp: 0.002, lift: 4.994, conv: 1.218)
{chicken, root vegetables, whole milk} -> {domestic eggs} (conf: 0.305, supp: 0.002, lift: 4.809, conv: 1.348)
{chicken, domestic eggs, whole milk} -> {root vegetables} (conf: 0.462, supp: 0.002, lift: 4.234, conv: 1.655)
{chicken, domestic eggs, root vegetables} -> {whole milk} (conf: 0.750, supp: 0.002, lift: 2.935, conv: 2.978)
{frozen vegetables, other vegetables, whole milk} -> {chicken} (conf: 0.179, supp: 0.002, lift: 4.170, conv: 1.166)
{chicken, other vegetables, whole milk} -> {frozen vegetables} (conf: 0.205, supp: 0.002, lift: 4.259, conv: 1.197)
{chicken, frozen vegetables, whole milk} -> {other vegetables} (conf: 0.630, supp: 0.002, lift: 3.254, conv: 2.178)
{chicken, frozen vegetables, other vegetables} -> {whole milk} (conf: 0.486, supp: 0.002, lift: 1.901, conv: 1.448)
{other vegetables, rolls/buns, root vegetables} -> {chicken} (conf: 0.142, supp: 0.002, lift: 3.302, conv: 1.115)
{chicken, rolls/buns, root vegetables} -> {other vegetables} (conf: 0.680, supp: 0.002, lift: 3.514, conv: 2.520)
{chicken, other vegetables, root vegetables} -> {rolls/buns} (conf: 0.304, supp: 0.002, lift: 1.650, conv: 1.172)
{chicken, other vegetables, rolls/buns} -> {root vegetables} (conf: 0.347, supp: 0.002, lift: 3.183, conv: 1.364)
{other vegetables, rolls/buns, whole milk} -> {chicken} (conf: 0.159, supp: 0.003, lift: 3.708, conv: 1.138)
{chicken, rolls/buns, whole milk} -> {other vegetables} (conf: 0.538, supp: 0.003, lift: 2.783, conv: 1.747)
{chicken, other vegetables, whole milk} -> {rolls/buns} (conf: 0.337, supp: 0.003, lift: 1.834, conv: 1.232)
{chicken, other vegetables, rolls/buns} -> {whole milk} (conf: 0.571, supp: 0.003, lift: 2.236, conv: 1.737)
{other vegetables, rolls/buns, yogurt} -> {chicken} (conf: 0.150, supp: 0.002, lift: 3.506, conv: 1.127)
{chicken, rolls/buns, yogurt} -> {other vegetables} (conf: 0.630, supp: 0.002, lift: 3.254, conv: 2.178)
{chicken, other vegetables, yogurt} -> {rolls/buns} (conf: 0.354, supp: 0.002, lift: 1.925, conv: 1.264)
{chicken, other vegetables, rolls/buns} -> {yogurt} (conf: 0.347, supp: 0.002, lift: 2.487, conv: 1.318)
{other vegetables, root vegetables, tropical fruit} -> {chicken} (conf: 0.149, supp: 0.002, lift: 3.467, conv: 1.124)
{chicken, root vegetables, tropical fruit} -> {other vegetables} (conf: 0.783, supp: 0.002, lift: 4.045, conv: 3.710)
{chicken, other vegetables, tropical fruit} -> {root vegetables} (conf: 0.500, supp: 0.002, lift: 4.587, conv: 1.782)
{chicken, other vegetables, root vegetables} -> {tropical fruit} (conf: 0.321, supp: 0.002, lift: 3.063, conv: 1.319)
{other vegetables, root vegetables, whole milk} -> {chicken} (conf: 0.127, supp: 0.003, lift: 2.964, conv: 1.097)
{chicken, root vegetables, whole milk} -> {other vegetables} (conf: 0.492, supp: 0.003, lift: 2.540, conv: 1.586)
{chicken, other vegetables, whole milk} -> {root vegetables} (conf: 0.349, supp: 0.003, lift: 3.206, conv: 1.370)
{chicken, other vegetables, root vegetables} -> {whole milk} (conf: 0.518, supp: 0.003, lift: 2.027, conv: 1.544)
{other vegetables, root vegetables, yogurt} -> {chicken} (conf: 0.150, supp: 0.002, lift: 3.487, conv: 1.125)
{chicken, root vegetables, yogurt} -> {other vegetables} (conf: 0.633, supp: 0.002, lift: 3.273, conv: 2.200)
{chicken, other vegetables, yogurt} -> {root vegetables} (conf: 0.396, supp: 0.002, lift: 3.632, conv: 1.475)
{chicken, other vegetables, root vegetables} -> {yogurt} (conf: 0.339, supp: 0.002, lift: 2.432, conv: 1.302)
{other vegetables, sausage, whole milk} -> {chicken} (conf: 0.170, supp: 0.002, lift: 3.962, conv: 1.153)
{chicken, sausage, whole milk} -> {other vegetables} (conf: 0.567, supp: 0.002, lift: 2.929, conv: 1.861)
{chicken, other vegetables, whole milk} -> {sausage} (conf: 0.205, supp: 0.002, lift: 2.180, conv: 1.139)
{chicken, other vegetables, sausage} -> {whole milk} (conf: 0.548, supp: 0.002, lift: 2.146, conv: 1.649)
{other vegetables, whipped/sour cream, whole milk} -> {chicken} (conf: 0.160, supp: 0.002, lift: 3.722, conv: 1.139)
{chicken, whipped/sour cream, whole milk} -> {other vegetables} (conf: 0.561, supp: 0.002, lift: 2.899, conv: 1.837)
{chicken, other vegetables, whole milk} -> {whipped/sour cream} (conf: 0.277, supp: 0.002, lift: 3.866, conv: 1.284)
{chicken, other vegetables, whipped/sour cream} -> {whole milk} (conf: 0.605, supp: 0.002, lift: 2.369, conv: 1.886)
{other vegetables, whole milk, yogurt} -> {chicken} (conf: 0.114, supp: 0.003, lift: 2.660, conv: 1.080)
{chicken, whole milk, yogurt} -> {other vegetables} (conf: 0.641, supp: 0.003, lift: 3.313, conv: 2.247)
{chicken, other vegetables, yogurt} -> {whole milk} (conf: 0.521, supp: 0.003, lift: 2.038, conv: 1.554)
{chicken, other vegetables, whole milk} -> {yogurt} (conf: 0.301, supp: 0.003, lift: 2.159, conv: 1.231)
{rolls/buns, root vegetables, whole milk} -> {chicken} (conf: 0.136, supp: 0.002, lift: 3.170, conv: 1.108)
{chicken, root vegetables, whole milk} -> {rolls/buns} (conf: 0.288, supp: 0.002, lift: 1.567, conv: 1.146)
{chicken, rolls/buns, whole milk} -> {root vegetables} (conf: 0.327, supp: 0.002, lift: 2.999, conv: 1.324)
{chicken, rolls/buns, root vegetables} -> {whole milk} (conf: 0.680, supp: 0.002, lift: 2.661, conv: 2.327)
{root vegetables, whole milk, yogurt} -> {chicken} (conf: 0.126, supp: 0.002, lift: 2.934, conv: 1.095)
{chicken, whole milk, yogurt} -> {root vegetables} (conf: 0.462, supp: 0.002, lift: 4.234, conv: 1.655)
{chicken, root vegetables, yogurt} -> {whole milk} (conf: 0.600, supp: 0.002, lift: 2.348, conv: 1.861)
{chicken, root vegetables, whole milk} -> {yogurt} (conf: 0.305, supp: 0.002, lift: 2.187, conv: 1.238)
{other vegetables, rolls/buns, soda} -> {chocolate} (conf: 0.196, supp: 0.002, lift: 3.948, conv: 1.182)
{chocolate, rolls/buns, soda} -> {other vegetables} (conf: 0.475, supp: 0.002, lift: 2.455, conv: 1.536)
{chocolate, other vegetables, soda} -> {rolls/buns} (conf: 0.528, supp: 0.002, lift: 2.869, conv: 1.728)
{chocolate, other vegetables, rolls/buns} -> {soda} (conf: 0.500, supp: 0.002, lift: 2.867, conv: 1.651)
{chocolate, rolls/buns, whole milk} -> {other vegetables} (conf: 0.347, supp: 0.002, lift: 1.793, conv: 1.235)
{chocolate, other vegetables, whole milk} -> {rolls/buns} (conf: 0.315, supp: 0.002, lift: 1.712, conv: 1.191)
{chocolate, other vegetables, rolls/buns} -> {whole milk} (conf: 0.447, supp: 0.002, lift: 1.751, conv: 1.347)
{other vegetables, soda, whole milk} -> {chocolate} (conf: 0.139, supp: 0.002, lift: 2.795, conv: 1.103)
{chocolate, soda, whole milk} -> {other vegetables} (conf: 0.380, supp: 0.002, lift: 1.964, conv: 1.301)
{chocolate, other vegetables, whole milk} -> {soda} (conf: 0.352, supp: 0.002, lift: 2.018, conv: 1.274)
{chocolate, other vegetables, soda} -> {whole milk} (conf: 0.528, supp: 0.002, lift: 2.066, conv: 1.577)
{other vegetables, tropical fruit, whole milk} -> {chocolate} (conf: 0.107, supp: 0.002, lift: 2.159, conv: 1.064)
{chocolate, tropical fruit, whole milk} -> {other vegetables} (conf: 0.462, supp: 0.002, lift: 2.385, conv: 1.498)
{chocolate, other vegetables, whole milk} -> {tropical fruit} (conf: 0.333, supp: 0.002, lift: 3.177, conv: 1.343)
{chocolate, other vegetables, tropical fruit} -> {whole milk} (conf: 0.514, supp: 0.002, lift: 2.013, conv: 1.533)
{chocolate, whole milk, yogurt} -> {other vegetables} (conf: 0.378, supp: 0.002, lift: 1.952, conv: 1.296)
{chocolate, other vegetables, yogurt} -> {whole milk} (conf: 0.472, supp: 0.002, lift: 1.848, conv: 1.411)
{chocolate, other vegetables, whole milk} -> {yogurt} (conf: 0.315, supp: 0.002, lift: 2.257, conv: 1.256)
{cream cheese , other vegetables, whole milk} -> {citrus fruit} (conf: 0.288, supp: 0.002, lift: 3.478, conv: 1.288)
{citrus fruit, other vegetables, whole milk} -> {cream cheese } (conf: 0.148, supp: 0.002, lift: 3.743, conv: 1.128)
{citrus fruit, cream cheese , whole milk} -> {other vegetables} (conf: 0.679, supp: 0.002, lift: 3.507, conv: 2.509)
{citrus fruit, cream cheese , other vegetables} -> {whole milk} (conf: 0.655, supp: 0.002, lift: 2.564, conv: 2.159)
{curd, other vegetables, whole milk} -> {citrus fruit} (conf: 0.196, supp: 0.002, lift: 2.367, conv: 1.141)
{citrus fruit, other vegetables, whole milk} -> {curd} (conf: 0.148, supp: 0.002, lift: 2.786, conv: 1.112)
{citrus fruit, curd, whole milk} -> {other vegetables} (conf: 0.528, supp: 0.002, lift: 2.728, conv: 1.708)
{citrus fruit, curd, other vegetables} -> {whole milk} (conf: 0.613, supp: 0.002, lift: 2.399, conv: 1.923)
{curd, whole milk, yogurt} -> {citrus fruit} (conf: 0.212, supp: 0.002, lift: 2.563, conv: 1.164)
{citrus fruit, whole milk, yogurt} -> {curd} (conf: 0.208, supp: 0.002, lift: 3.902, conv: 1.195)
{citrus fruit, curd, yogurt} -> {whole milk} (conf: 0.700, supp: 0.002, lift: 2.740, conv: 2.482)
{citrus fruit, curd, whole milk} -> {yogurt} (conf: 0.583, supp: 0.002, lift: 4.182, conv: 2.065)
{domestic eggs, other vegetables, root vegetables} -> {citrus fruit} (conf: 0.250, supp: 0.002, lift: 3.021, conv: 1.223)
{citrus fruit, other vegetables, root vegetables} -> {domestic eggs} (conf: 0.176, supp: 0.002, lift: 2.781, conv: 1.137)
{citrus fruit, domestic eggs, root vegetables} -> {other vegetables} (conf: 0.750, supp: 0.002, lift: 3.876, conv: 3.226)
{citrus fruit, domestic eggs, other vegetables} -> {root vegetables} (conf: 0.409, supp: 0.002, lift: 3.753, conv: 1.508)
{domestic eggs, other vegetables, whole milk} -> {citrus fruit} (conf: 0.231, supp: 0.003, lift: 2.796, conv: 1.193)
{citrus fruit, other vegetables, whole milk} -> {domestic eggs} (conf: 0.219, supp: 0.003, lift: 3.448, conv: 1.199)
{citrus fruit, domestic eggs, whole milk} -> {other vegetables} (conf: 0.500, supp: 0.003, lift: 2.584, conv: 1.613)
{citrus fruit, domestic eggs, other vegetables} -> {whole milk} (conf: 0.636, supp: 0.003, lift: 2.491, conv: 2.047)
{domestic eggs, tropical fruit, whole milk} -> {citrus fruit} (conf: 0.265, supp: 0.002, lift: 3.198, conv: 1.247)
{citrus fruit, tropical fruit, whole milk} -> {domestic eggs} (conf: 0.202, supp: 0.002, lift: 3.188, conv: 1.174)
{citrus fruit, domestic eggs, whole milk} -> {tropical fruit} (conf: 0.321, supp: 0.002, lift: 3.063, conv: 1.319)
{citrus fruit, domestic eggs, tropical fruit} -> {whole milk} (conf: 0.783, supp: 0.002, lift: 3.063, conv: 3.425)
{frankfurter, other vegetables, whole milk} -> {citrus fruit} (conf: 0.227, supp: 0.002, lift: 2.739, conv: 1.186)
{citrus fruit, other vegetables, whole milk} -> {frankfurter} (conf: 0.133, supp: 0.002, lift: 2.252, conv: 1.085)
{citrus fruit, frankfurter, whole milk} -> {other vegetables} (conf: 0.548, supp: 0.002, lift: 2.834, conv: 1.786)
{citrus fruit, frankfurter, other vegetables} -> {whole milk} (conf: 0.586, supp: 0.002, lift: 2.294, conv: 1.799)
{frozen vegetables, other vegetables, root vegetables} -> {citrus fruit} (conf: 0.333, supp: 0.002, lift: 4.027, conv: 1.376)
{citrus fruit, other vegetables, root vegetables} -> {frozen vegetables} (conf: 0.196, supp: 0.002, lift: 4.077, conv: 1.184)
{citrus fruit, frozen vegetables, root vegetables} -> {other vegetables} (conf: 0.769, supp: 0.002, lift: 3.976, conv: 3.495)
{citrus fruit, frozen vegetables, other vegetables} -> {root vegetables} (conf: 0.625, supp: 0.002, lift: 5.734, conv: 2.376)
{frozen vegetables, other vegetables, whole milk} -> {citrus fruit} (conf: 0.211, supp: 0.002, lift: 2.544, conv: 1.162)
{citrus fruit, other vegetables, whole milk} -> {frozen vegetables} (conf: 0.156, supp: 0.002, lift: 3.249, conv: 1.128)
{citrus fruit, frozen vegetables, whole milk} -> {other vegetables} (conf: 0.571, supp: 0.002, lift: 2.953, conv: 1.882)
{citrus fruit, frozen vegetables, other vegetables} -> {whole milk} (conf: 0.625, supp: 0.002, lift: 2.446, conv: 1.985)
{frozen vegetables, root vegetables, whole milk} -> {citrus fruit} (conf: 0.295, supp: 0.002, lift: 3.565, conv: 1.301)
{citrus fruit, root vegetables, whole milk} -> {frozen vegetables} (conf: 0.200, supp: 0.002, lift: 4.159, conv: 1.190)
{citrus fruit, frozen vegetables, whole milk} -> {root vegetables} (conf: 0.514, supp: 0.002, lift: 4.718, conv: 1.834)
{citrus fruit, frozen vegetables, root vegetables} -> {whole milk} (conf: 0.692, supp: 0.002, lift: 2.709, conv: 2.420)
{fruit/vegetable juice, other vegetables, root vegetables} -> {citrus fruit} (conf: 0.354, supp: 0.002, lift: 4.275, conv: 1.420)
{citrus fruit, other vegetables, root vegetables} -> {fruit/vegetable juice} (conf: 0.225, supp: 0.002, lift: 3.119, conv: 1.198)
{citrus fruit, fruit/vegetable juice, root vegetables} -> {other vegetables} (conf: 0.676, supp: 0.002, lift: 3.496, conv: 2.493)
{citrus fruit, fruit/vegetable juice, other vegetables} -> {root vegetables} (conf: 0.489, supp: 0.002, lift: 4.490, conv: 1.745)
{fruit/vegetable juice, other vegetables, tropical fruit} -> {citrus fruit} (conf: 0.354, supp: 0.002, lift: 4.275, conv: 1.420)
{citrus fruit, other vegetables, tropical fruit} -> {fruit/vegetable juice} (conf: 0.258, supp: 0.002, lift: 3.575, conv: 1.251)
{citrus fruit, fruit/vegetable juice, tropical fruit} -> {other vegetables} (conf: 0.590, supp: 0.002, lift: 3.048, conv: 1.966)
{citrus fruit, fruit/vegetable juice, other vegetables} -> {tropical fruit} (conf: 0.489, supp: 0.002, lift: 4.664, conv: 1.753)
{fruit/vegetable juice, other vegetables, whole milk} -> {citrus fruit} (conf: 0.243, supp: 0.003, lift: 2.933, conv: 1.211)
{citrus fruit, other vegetables, whole milk} -> {fruit/vegetable juice} (conf: 0.195, supp: 0.003, lift: 2.702, conv: 1.153)
{citrus fruit, fruit/vegetable juice, whole milk} -> {other vegetables} (conf: 0.595, supp: 0.003, lift: 3.076, conv: 1.993)
{citrus fruit, fruit/vegetable juice, other vegetables} -> {whole milk} (conf: 0.532, supp: 0.003, lift: 2.082, conv: 1.590)
{fruit/vegetable juice, other vegetables, yogurt} -> {citrus fruit} (conf: 0.222, supp: 0.002, lift: 2.685, conv: 1.179)
{citrus fruit, other vegetables, yogurt} -> {fruit/vegetable juice} (conf: 0.240, supp: 0.002, lift: 3.320, conv: 1.221)
{citrus fruit, fruit/vegetable juice, yogurt} -> {other vegetables} (conf: 0.545, supp: 0.002, lift: 2.819, conv: 1.774)
{citrus fruit, fruit/vegetable juice, other vegetables} -> {yogurt} (conf: 0.383, supp: 0.002, lift: 2.745, conv: 1.395)
{fruit/vegetable juice, root vegetables, whole milk} -> {citrus fruit} (conf: 0.266, supp: 0.002, lift: 3.209, conv: 1.249)
{citrus fruit, root vegetables, whole milk} -> {fruit/vegetable juice} (conf: 0.189, supp: 0.002, lift: 2.613, conv: 1.144)
{citrus fruit, fruit/vegetable juice, whole milk} -> {root vegetables} (conf: 0.405, supp: 0.002, lift: 3.713, conv: 1.497)
{citrus fruit, fruit/vegetable juice, root vegetables} -> {whole milk} (conf: 0.500, supp: 0.002, lift: 1.957, conv: 1.489)
{fruit/vegetable juice, whole milk, yogurt} -> {citrus fruit} (conf: 0.183, supp: 0.002, lift: 2.209, conv: 1.122)
{citrus fruit, whole milk, yogurt} -> {fruit/vegetable juice} (conf: 0.168, supp: 0.002, lift: 2.328, conv: 1.115)
{citrus fruit, fruit/vegetable juice, yogurt} -> {whole milk} (conf: 0.515, supp: 0.002, lift: 2.016, conv: 1.535)
{citrus fruit, fruit/vegetable juice, whole milk} -> {yogurt} (conf: 0.405, supp: 0.002, lift: 2.901, conv: 1.446)
{newspapers, other vegetables, whole milk} -> {citrus fruit} (conf: 0.244, supp: 0.002, lift: 2.947, conv: 1.213)
{citrus fruit, other vegetables, whole milk} -> {newspapers} (conf: 0.156, supp: 0.002, lift: 1.958, conv: 1.091)
{citrus fruit, newspapers, whole milk} -> {other vegetables} (conf: 0.606, supp: 0.002, lift: 3.132, conv: 2.047)
{citrus fruit, newspapers, other vegetables} -> {whole milk} (conf: 0.541, supp: 0.002, lift: 2.115, conv: 1.620)
{onions, other vegetables, whole milk} -> {citrus fruit} (conf: 0.277, supp: 0.002, lift: 3.346, conv: 1.269)
{citrus fruit, other vegetables, whole milk} -> {onions} (conf: 0.141, supp: 0.002, lift: 4.535, conv: 1.128)
{citrus fruit, onions, whole milk} -> {other vegetables} (conf: 0.783, supp: 0.002, lift: 4.045, conv: 3.710)
{citrus fruit, onions, other vegetables} -> {whole milk} (conf: 0.514, supp: 0.002, lift: 2.013, conv: 1.533)
{other vegetables, pastry, whole milk} -> {citrus fruit} (conf: 0.173, supp: 0.002, lift: 2.091, conv: 1.109)
{citrus fruit, pastry, whole milk} -> {other vegetables} (conf: 0.375, supp: 0.002, lift: 1.938, conv: 1.290)
{citrus fruit, other vegetables, whole milk} -> {pastry} (conf: 0.141, supp: 0.002, lift: 1.581, conv: 1.060)
{citrus fruit, other vegetables, pastry} -> {whole milk} (conf: 0.562, supp: 0.002, lift: 2.201, conv: 1.702)
{other vegetables, pip fruit, root vegetables} -> {citrus fruit} (conf: 0.325, supp: 0.003, lift: 3.927, conv: 1.359)
{citrus fruit, pip fruit, root vegetables} -> {other vegetables} (conf: 0.684, supp: 0.003, lift: 3.536, conv: 2.554)
{citrus fruit, other vegetables, root vegetables} -> {pip fruit} (conf: 0.255, supp: 0.003, lift: 3.370, conv: 1.241)
{citrus fruit, other vegetables, pip fruit} -> {root vegetables} (conf: 0.448, supp: 0.003, lift: 4.113, conv: 1.615)
{other vegetables, pip fruit, tropical fruit} -> {citrus fruit} (conf: 0.301, supp: 0.003, lift: 3.638, conv: 1.312)
{citrus fruit, pip fruit, tropical fruit} -> {other vegetables} (conf: 0.509, supp: 0.003, lift: 2.631, conv: 1.643)
{citrus fruit, other vegetables, tropical fruit} -> {pip fruit} (conf: 0.315, supp: 0.003, lift: 4.159, conv: 1.349)
{citrus fruit, other vegetables, pip fruit} -> {tropical fruit} (conf: 0.483, supp: 0.003, lift: 4.601, conv: 1.730)
{other vegetables, pip fruit, whole milk} -> {citrus fruit} (conf: 0.211, supp: 0.003, lift: 2.544, conv: 1.162)
{citrus fruit, pip fruit, whole milk} -> {other vegetables} (conf: 0.549, supp: 0.003, lift: 2.837, conv: 1.788)
{citrus fruit, other vegetables, whole milk} -> {pip fruit} (conf: 0.219, supp: 0.003, lift: 2.892, conv: 1.183)
{citrus fruit, other vegetables, pip fruit} -> {whole milk} (conf: 0.483, supp: 0.003, lift: 1.889, conv: 1.439)
{other vegetables, pork, root vegetables} -> {citrus fruit} (conf: 0.246, supp: 0.002, lift: 2.977, conv: 1.217)
{citrus fruit, pork, root vegetables} -> {other vegetables} (conf: 0.680, supp: 0.002, lift: 3.514, conv: 2.520)
{citrus fruit, other vegetables, root vegetables} -> {pork} (conf: 0.167, supp: 0.002, lift: 2.891, conv: 1.131)
{citrus fruit, other vegetables, pork} -> {root vegetables} (conf: 0.515, supp: 0.002, lift: 4.726, conv: 1.838)
{other vegetables, pork, whole milk} -> {citrus fruit} (conf: 0.170, supp: 0.002, lift: 2.054, conv: 1.105)
{citrus fruit, pork, whole milk} -> {other vegetables} (conf: 0.586, supp: 0.002, lift: 3.030, conv: 1.949)
